1110004F10Rik	0.8983401297418936	0.9251904614766601	0.9921940914482116	1.0166941757879913
1110059G10Rik	0.1258617980870761	0.1507223841705817	0.16807936629485998	0.19959413440386642
1190005I06Rik	0.008989707036699395	0.01920261475009471	0.03174859401330899	0.034519880157850645
1500035N22Rik	0.0020457533923246667	0.021256336454613993	0.03617675011408084	0.03897748073344924
1600020E01Rik	0.08959834192446366	0.1915330212026241	0.19180782741511085	0.21338820417853888
1700009P17Rik	0.0006033526275006941	0.0006808427864990413	0.001045855301443213	0.0011689422304403483
1700010K23Rik	0.0002918933838479805	0.0024115353296053545	0.0024570648372587893	0.004128534706957417
1700019D03Rik	0.0013148514675070553	0.0018183654169073688	0.002704186955731144	0.009843850088627351
1700021K19Rik	0.027431315997464525	0.04932685247790559	0.0676002417147338	0.07258829543529152
1700086L19Rik	0.0032247995544717866	0.025258790750539214	0.058447050121224996	0.06539472626483078
1700093K21Rik	0.0008592605317203526	0.0012735868554329187	0.001415555855554584	0.0014878459799120584
1700102P08Rik	0.0008414233996455142	0.003096589438636872	0.0055924553432158495	0.006939796444574818
2210016L21Rik	0.3702546429020487	0.475528868718218	0.5742876339249088	0.5747330678754358
2310003H01Rik	0.061222933624294734	0.06735442386630268	0.08529784210464499	0.096369426041877
2310022B05Rik	0.1112970636665647	0.15589876037905379	0.19230926458391887	0.22276482709948348
2310047M10Rik	0.038364957545582536	0.03883021559190205	0.04792554846812963	0.04827439359675835
2310061I04Rik	0.05271483591137008	0.0754824820359702	0.08771765041372039	0.08796868498581012
2410002F23Rik	0.22156806878738722	0.29602160890773305	0.30430549294708076	0.3297021410148501
2410018M08Rik	0.012664639237374119	0.035722568546534134	0.037782950513772916	0.04683924614421808
2410089E03Rik	0.1306155850001257	0.19648839672988883	0.21780726315188909	0.22565841339595602
2610002M06Rik	0.06685359566989213	0.0710897348330569	0.08602381403158452	0.08878085861360734
2700062C07Rik	0.0887457284038604	0.09037519865767449	0.10524615767572268	0.10616440217383522
2810032G03Rik	0.0030298154533052184	0.011640176465220165	0.014042295886507197	0.018464372877290004
2900011O08Rik	0.2025387022422827	0.5100093061647345	0.5815140750803758	0.5965466645819678
2900079G21Rik	0.005927825414709892	0.045550080889560744	0.08815161636806605	0.08880359631220505
3110083C13Rik	0.0011778789803153253	0.003149165187937963	0.0034137801326238966	0.008708200995714137
